name,tier,crystal_addr,⊢,⊣,>,<,⋈,⊤,∈,ɢ,⊙,Ħ,Σ,Ω
universe_collision,O_0,17099374,4,5,4,1,3,3,1,4,2,4,3,3
riemann_hypothesis,O_inf,17271922,4,5,4,5,3,3,1,3,2,3,3,3
birch_swinnerton_dyer,O_0,15399482,4,3,4,2,2,3,1,1,2.33,3,1,3
AtHv1_primed,O_1,1838412,1,3,1,3,2,4,2,1,1,2,1,1
PsHv1_constitutive,O_1,1838412,1,3,1,3,2,4,2,1,1,2,1,1
yang_mills_mass_gap,O_0,1759880,1,3,1,1,3,2,1,1,3,1,3,1
poincare_conjecture,O_0,12476210,3,5,2,4,3,3,1,1,2,1,1,3
meet_rh_hc,O_0,16799094,4,5,2,4,3,4,1,1,2,1,2,3
meet_rh_hc_pnp,O_0,8648692,3,1,1,1,1,4,1,1,2,1,2,1
meet_four_problems,O_0,8648692,3,1,1,1,1,4,1,1,2,1,2,1
five_problems_meet,O_0,8648692,3,1,1,1,1,4,1,1,2,1,2,1
minimal_resolution_system,O_0,11586292,3,4,2,4,1,4,1,1,2,1,2,1
criticality_aware_proof_assistant,O_0,7224048,2,4,2,3,1,4,2,1,2,1,1,1
implementable_critical_proof_assistant,O_0,5497020,2,2,2,3,1,4,3,1,2,2,1,1
computational_criticality_experiment,O_0,4849504,2,1,3,3,1,4,3,3,2,2,2,1
temporal_mathematics,O_0,12692722,3,5,3,4,3,3,1,3,2,3,3,3
imscribing_grammar,O_inf,17271922,4,5,4,5,3,3,1,3,2,3,3,3
tannaka_krein_dual_candidate,O_0,16781825,4,5,2,4,2,3,1,1,2,2,2,2
grammar_pnp_tensor,O_0,16851669,4,5,3,1,1,2,1,4,2,2,3,2
standard_computation,O_0,12960,1,1,1,1,1,5,2,3,1,1,1,1
holographic_computation,O_0,16972629,4,5,3,3,3,4,1,4,2,2,3,2
pnp_holographic_mirror,O_0,16851669,4,5,3,1,1,2,1,4,2,2,3,2
holographic_embedding_pnp,O_0,16966869,4,5,3,3,3,2,1,4,2,2,3,2
polynomial_time_P,O_0,12480,1,1,1,1,1,5,2,1,1,1,1,1
nondeterministic_polynomial_NP,O_0,12314936,3,5,2,1,1,2,1,1,2,1,3,1
holographic_duality_pnp,O_inf,17053269,4,5,3,5,3,2,1,4,2,2,3,2
<_NP_duality_transformation,O_inf,17044629,4,5,3,5,2,4,1,4,2,2,3,2
<_NP_duality_relative,O_inf,17038869,4,5,3,5,2,2,1,4,2,2,3,2
p_vs_np_tensor_grammar,O_0,16851669,4,5,3,1,1,2,1,4,2,2,3,2
<_join_NP,O_0,12314936,3,5,2,1,1,2,1,1,2,1,3,1
ising_ep_tensor,O_2,2364646,1,3,3,5,3,2,1,1,2.67,2,3,3
ising_lee_yang_tensor,O_2,1509237,1,2,3,5,3,5,1,1,2.33,2,3,2
lee_yang_ep_tensor,O_2,2364646,1,3,3,5,3,2,1,1,2.67,2,3,3
consciousness_complex_critical,O_2†,17056221,4,5,3,5,3,3,1,4,2.33,4,3,2
agi_complex_critical,O_2†,17056221,4,5,3,5,3,3,1,4,2.33,4,3,2
tensor_lee_computation,O_0,1308117,1,2,3,1,1,5,1,3,2.33,2,3,2
rh_ep_join,O_2†,17052646,4,5,3,5,3,2,1,1,2.67,2,3,3
rh_hc_join,O_2†,16842586,4,5,2,5,3,4,1,2,2.33,1,3,3
new_physics_complex_critical,O_2†,17056221,4,5,3,5,3,3,1,4,2.33,4,3,2
new_physics_exceptional_point,O_2†,17053389,4,5,3,5,3,2,1,4,2.67,4,3,2
black_hole_generic,O_0,17012730,4,5,3,4,3,3,1,3,2,4,2,3
axis_of_evil,O_0,11886572,3,4,4,1,1,3,1,4,2,4,3,1
axis_of_evil_peeled_phi,O_0,11886524,3,4,4,1,1,3,1,4,1,4,3,1
shell_collapsar_hypothetical,O_0,10187134,3,2,4,1,3,3,1,3,2,4,3,3
black_hole_astrophysical,O_0,14852729,4,3,1,4,3,3,1,3,2,4,2,2
white_hole,O_0,14852693,4,3,1,4,3,3,1,3,2,1,2,2
neutron_star,O_1,7081468,2,4,1,4,3,4,3,3,1,3,2,1
magnetar,O_0,10921762,3,3,3,3,3,3,1,4,2,3,3,3
white_dwarf,O_1,2748976,1,4,1,4,2,5,2,3,1,2,2,1
shell_collapsar,O_0,5350649,2,2,1,4,3,3,3,3,2,4,2,2
cosmic_origin,O_0,14852969,4,3,1,4,3,3,1,4,2,4,2,2
cosmic_death,O_inf,12232072,3,5,1,4,1,3,1,3,3,4,2,1
godel_incompleteness_theorem,O_1,7270080,2,4,2,4,1,5,2,1,1,1,1,1
amaterasu_particle,O_0,9112992,3,1,3,1,3,5,1,3,3,1,1,1
holographic_boundary,O_0,17012974,4,5,3,4,3,3,1,4,2,4,3,3
photoreceptor_spot,O_0,2820480,1,4,2,1,1,5,2,1,1,1,1,1
pit_eye,O_0,5455696,2,2,2,2,1,5,2,1,1,2,2,1
pinhole_eye,O_0,5670260,2,2,3,2,1,4,3,3,1,2,3,1
lens_eye,O_0,17012962,4,5,3,4,3,3,1,4,2,3,3,3
grammar_pnp_join,O_inf,17038869,4,5,3,5,2,2,1,4,2,2,3,2
deterministic_turing_machine,O_0,660960,1,1,4,1,1,5,2,3,1,1,1,1
nondeterministic_turing_machine,O_0,4549684,2,1,2,1,1,5,3,2,1,1,2,1
polynomial_time_verifier,O_0,228488,1,1,2,1,1,5,2,1,1,1,3,1
np_certificate_witness,O_0,228480,1,1,2,1,1,5,2,1,1,1,1,1
boolean_sat,O_0,225652,1,1,2,1,1,4,2,1,2,1,2,1
three_sat,O_0,225652,1,1,2,1,1,4,2,1,2,1,2,1
travelling_salesman_problem,O_0,225652,1,1,2,1,1,4,2,1,2,1,2,1
zx_calculus_x_spider,O_inf,17059025,4,5,3,5,3,4,1,4,2,2,2,2
reversible_turing_machine,O_0,444960,1,1,3,1,1,5,2,3,1,1,1,1
boltzmann_machine_equilibrium,O_0,4543732,2,1,2,1,1,3,3,1,2,1,2,1
topological_quantum_computer,O_0,16969745,4,5,3,3,3,3,1,4,2,2,2,2
bioelectric_network,O_0,4777744,2,1,3,1,2,4,3,4,2,2,2,1
pnp_boundary_imscription,O_0,16851669,4,5,3,1,1,2,1,4,2,2,3,2
zx_calculus_z_spider,O_inf,17059025,4,5,3,5,3,4,1,4,2,2,2,2
atomic_orbital,O_1,2978880,1,4,2,4,3,5,2,1,1,1,1,1
periodic_table,O_0,5569026,2,2,2,4,3,4,3,1,2,2,2,3
hydrogen_atom,O_1,2978880,1,4,2,4,3,5,2,1,1,1,1,1
uranium_atom,O_0,5566158,2,2,2,4,3,3,3,1,2,3,2,3
s_orbital,O_1,2978880,1,4,2,4,3,5,2,1,1,1,1,1
p_orbital,O_2,2935682,1,4,2,3,3,5,2,1,1,1,1,3
d_orbital,O_2,7253774,2,4,2,3,3,4,3,1,1,2,1,3
f_orbital,O_0,5522954,2,2,2,3,3,3,3,1,2,3,1,3
zx_calculus_complexity_typing,O_0,16880469,4,5,3,1,3,2,1,4,2,2,3,2
space,O_1,8809924,3,1,1,4,3,5,1,1,1,1,2,1
spacetime,O_0,12609213,3,5,3,2,3,4,1,3,2,4,3,2
time,O_0,12548734,3,5,3,1,2,3,1,3,2,4,3,3
space_time_join,O_0,12692734,3,5,3,4,3,3,1,3,2,4,3,3
continuum_hypothesis,O_0,8674608,3,1,1,1,3,3,1,1,2,1,1,1
CH_true,O_0,11396209,3,4,1,4,3,3,1,1,2,1,1,2
CH_false,O_0,8674616,3,1,1,1,3,3,1,1,2,1,3,1
ZFC_set_theory,O_0,8674616,3,1,1,1,3,3,1,1,2,1,3,1
CH_independent,O_0,10489013,3,3,1,3,3,3,1,1,2,1,2,2
connes_embedding_problem,O_0,12217018,3,5,1,3,3,3,1,1,2,1,3,3
hilbert_sixteenth_problem,O_0,12479590,3,5,2,4,3,4,1,3,2,2,3,3
zilber_pink_conjecture,O_0,16799098,4,5,2,4,3,4,1,1,2,1,3,3
kaplansky_conjectures,O_0,8761018,3,1,1,3,3,3,1,1,2,1,3,3
perfect_cuboids,O_1,2944320,1,4,2,4,1,3,2,1,1,1,1,1
grammar_connes_tensor,O_0,16955350,4,5,3,3,2,3,1,4,2,2,3,3
casas_alvero_conjecture,O_0,12219898,3,5,1,3,3,4,1,1,2,1,3,3
grammar_casas_tensor,O_0,16958230,4,5,3,3,2,4,1,4,2,2,3,3
grammar_casas_join,O_inf,17059030,4,5,3,5,3,4,1,4,2,2,3,3
casas_alvero_counterexample,O_0,8681288,3,1,1,1,3,5,2,1,1,1,3,1
eilenberg_ganea_conjecture,O_inf,17055910,4,5,3,5,3,3,1,3,2,2,3,3
group_cohomological_dimension_2,O_0,5525825,2,2,2,3,3,4,3,1,2,2,2,2
aspherical_2d_cw_complex,O_0,4472242,2,1,1,4,2,3,3,3,2,3,3,3
fundamental_group_isomorphism,O_inf,17055902,4,5,3,5,3,3,1,3,2,2,1,3
complexity,O_0,9829510,3,2,2,3,2,4,1,1,2,2,3,3
meet_pnp_kolmogorov,O_0,8645808,3,1,1,1,1,3,1,1,2,1,1,1
meet_consciousness_kolmogorov,O_0,9726313,3,2,2,1,1,3,1,3,2,3,1,2
complexity_core,O_0,8645808,3,1,1,1,1,3,1,1,2,1,1,1
halting_analyzer_holistic,O_0,8945349,3,1,2,3,1,2,1,1,2,2,3,2
halting_analyzer_compositional,O_0,12480,1,1,1,1,1,5,2,1,1,1,1,1
homotopy_type_theory,O_0,5564214,2,2,2,4,3,3,1,1,2,1,2,3
grammar_hott_tensor,O_0,16998546,4,5,3,4,2,3,1,4,2,2,2,3
supercritical_proof_system,O_inf,7270272,2,4,2,4,1,5,2,1,3,1,1,1
berry_tabor_conjecture,O_0,16756390,4,5,2,3,3,4,1,3,2,2,3,3
berry_tabor_proven,O_inf,17056173,4,5,3,5,3,3,1,4,2,4,3,2
holographic_berry_tensor,O_0,16958230,4,5,3,3,2,4,1,4,2,2,3,3
holographic_berry_join,O_inf,17059030,4,5,3,5,3,4,1,4,2,2,3,3
fujita_conjecture,O_0,16755898,4,5,2,3,3,4,1,1,2,1,3,3
fujita_theorem,O_inf,17056173,4,5,3,5,3,3,1,4,2,4,3,2
fujita_counterexample,O_0,12480,1,1,1,1,1,5,2,1,1,1,1,1
caratheodory_conjecture,O_0,4601296,2,1,2,2,2,3,3,1,1,2,2,1
caratheodory_theorem,O_inf,17056173,4,5,3,5,3,3,1,4,2,4,3,2
poincare_hopf_theorem,O_0,17012973,4,5,3,4,3,3,1,4,2,4,3,2
convexity_constraint,O_0,2701510,1,4,1,3,2,4,1,1,2,2,3,3
smoothness_consideration,O_0,12435442,3,5,2,3,3,3,3,3,2,3,3,3
poincare_hopf_convexity,O_0,16955374,4,5,3,3,2,3,1,4,2,4,3,3
umbilic_index_bound,O_inf,17056173,4,5,3,5,3,3,1,4,2,4,3,2
triple_tensor,O_0,16955374,4,5,3,3,2,3,1,4,2,4,3,3
curvature_line_global_structure,O_inf,17056173,4,5,3,5,3,3,1,4,2,4,3,2
convexity_real_analytic,O_0,2715910,1,4,1,3,3,4,1,1,2,2,3,3
hopf_convex_analytic,O_0,16969774,4,5,3,3,3,3,1,4,2,4,3,3
caratheodory_theorem_pm,O_0,16969773,4,5,3,3,3,3,1,4,2,4,3,2
kissing_number_problem,O_1,8995204,3,1,2,4,1,4,2,1,1,1,2,1
kissing_dim_1,O_1,3339360,1,4,4,3,1,5,2,3,1,1,1,1
kissing_dim_2,O_1,4678084,2,1,2,4,1,5,2,1,1,1,2,1
kissing_dim_3,O_1,5540164,2,2,2,4,1,4,3,1,1,1,2,1
kissing_dim_4,O_0,5540213,2,2,2,4,1,4,3,1,2,1,2,2
kissing_dim_8,O_inf,17041750,4,5,3,5,2,3,1,4,2,2,3,3
kissing_dim_24,O_inf,17056162,4,5,3,5,3,3,1,4,2,3,3,3
kissing_unknown_dim,O_0,8860996,3,1,2,1,1,2,3,1,3,1,2,1
kusner_conjecture,O_0,16753030,4,5,2,3,3,3,1,1,2,2,3,3
kusner_theorem,O_inf,17056173,4,5,3,5,3,3,1,4,2,4,3,2
kusner_counterexample,O_0,12480,1,1,1,1,1,5,2,1,1,1,1,1
polyhedron_generic,O_1,2950084,1,4,2,4,1,5,2,1,1,1,2,1
cube,O_1,2950080,1,4,2,4,1,5,2,1,1,1,1,1
regular_tetrahedron,O_1,2950080,1,4,2,4,1,5,2,1,1,1,1,1
equal_volume,O_1,358080,1,1,2,4,1,5,2,1,1,1,1,1
decomposition_congruent,O_1,5324180,2,2,1,4,1,4,3,1,1,2,3,1
hilbert_third_problem,O_0,4633029,2,1,2,3,1,4,3,1,2,2,3,2
dehn_counterexample,O_0,4543857,2,1,2,1,1,3,3,1,2.67,3,3,2
erdos_faber_lovasz_conjecture,O_0,9423922,3,1,4,4,1,3,1,3,2,3,3,3
erdos_faber_lovasz_theorem,O_0,8994293,3,1,2,4,1,4,1,1,2,1,2,2
erdos_faber_lovasz_peeled_P,O_0,8864693,3,1,2,1,1,4,1,1,2,1,2,2
gilbert_pollak_conjecture,O_0,4675248,2,1,2,4,1,4,2,1,2,1,1,1
steiner_tree_problem,O_1,4675204,2,1,2,4,1,4,2,1,1,1,2,1
minimal_spanning_tree,O_1,4678084,2,1,2,4,1,5,2,1,1,1,2,1
equilateral_triangle_config,O_0,7267248,2,4,2,4,1,4,2,1,2,1,1,1
generic_graph,O_0,228484,1,1,2,1,1,5,2,1,1,1,2,1
sumner_conjecture_conditions,O_0,4589825,2,1,2,2,1,4,3,1,2,2,2,2
hamiltonian_cycle,O_0,12015914,3,4,4,4,1,3,1,3,2,3,1,3
sumner_conjecture_statement,O_0,16958001,4,5,3,3,2,4,1,3,2,3,3,2
sidorenko_conjecture,O_0,8994292,3,1,2,4,1,4,1,1,2,1,2,1
bipartite_graph,O_1,8954884,3,1,2,3,1,5,2,1,1,1,2,1
sidorenko_theorem,O_0,8994293,3,1,2,4,1,4,1,1,2,1,2,2
topological_protection_component,O_0,12481,1,1,1,1,1,5,2,1,1,1,1,2
sidorenko_counterexample,O_0,8868484,3,1,2,1,1,5,2,1,1,1,2,1
vaught_conjecture,O_1,11540168,3,4,2,3,1,3,1,1,1,1,3,1
vaught_theorem,O_inf,12736173,3,5,3,5,3,3,1,4,2,4,3,2
vaught_counterexample,O_0,12480,1,1,1,1,1,5,2,1,1,1,1,1
countable_first_order_theory,O_0,8907848,3,1,2,2,1,4,1,1,1,1,3,1
grothendieck_A_lefschetz,O_0,16972390,4,5,3,3,3,4,1,3,2,2,3,3
grothendieck_B_hodge,O_0,16799098,4,5,2,4,3,4,1,1,2,1,3,3
grothendieck_C_kunneth,O_0,15891898,4,4,2,3,3,4,1,1,2,1,3,3
grothendieck_D_numerical_homological,O_inf,16839418,4,5,2,5,3,3,1,1,2,1,3,3
grothendieck_AB_meet,O_0,16755898,4,5,2,3,3,4,1,1,2,1,3,3
grothendieck_AD_join,O_inf,17055910,4,5,3,5,3,3,1,3,2,2,3,3
grothendieck_ABC_meet,O_0,15891898,4,4,2,3,3,4,1,1,2,1,3,3
grothendieck_ABCD_meet,O_0,15891898,4,4,2,3,3,4,1,1,2,1,3,3
grothendieck_AB_join,O_0,17015590,4,5,3,4,3,4,1,3,2,2,3,3
grothendieck_ABCD_join,O_inf,17055910,4,5,3,5,3,3,1,3,2,2,3,3
goldbach_conjecture,O_inf,12951914,3,5,4,5,3,3,1,3,2,3,1,3
twin_prime_conjecture,O_0,15428237,4,3,4,3,1,3,1,1,2,3,2,2
legendre_conjecture,O_2,9495982,3,1,4,5,3,3,1,3,2.33,4,3,3
n_squared_plus_one_primes,O_0,9311588,3,1,4,1,2,4,1,3,2,2,3,1
goldbach_twin_meet,O_0,8965504,3,1,2,3,2,4,1,1,2,2,2,1
legendre_nsq_meet,O_0,8879108,3,1,2,1,2,4,1,1,2,2,3,1
landau_four_meet,O_0,8879104,3,1,2,1,2,4,1,1,2,2,2,1
goldbach_peeled_P,O_0,8879109,3,1,2,1,2,4,1,1,2,2,3,2
goldbach_twin_join,O_inf,9484389,3,1,4,5,2,4,1,3,2,2,3,2
legendre_nsq_join,O_0,11903588,3,4,4,1,2,4,1,3,2,2,3,1
landau_four_join,O_inf,12076389,3,4,4,5,2,4,1,3,2,2,3,2
gaussian_primes,O_1,311044,1,1,2,3,1,4,1,1,1,1,2,1
gaussian_moat_problem,O_2†,13265696,4,1,2,3,1,2,1,2,2.67,3,3,1
monster_group,O_inf,7332537,2,4,2,5,3,2,1,1,2,1,3,2
j_function,O_inf,16840166,4,5,2,5,3,3,1,4,2,4,1,3
moonshine_module,O_inf,16840162,4,5,2,5,3,3,1,4,2,3,3,3
cat0_cube_complex,O_1,2950084,1,4,2,4,1,5,2,1,1,1,2,1
bestvina_brady_morse,O_0,3120544,1,4,3,3,1,4,2,3,2,2,2,1
motivic_morse_theory,O_inf,17058789,4,5,3,5,3,4,1,3,2,2,3,2
motivic_critical_level,O_inf,17058789,4,5,3,5,3,4,1,3,2,2,3,2
hilbert_smith_conjecture,O_1,4671360,2,1,2,4,1,3,1,1,1,1,1,1
p_adic_integers,O_0,11668464,3,4,3,1,1,2,2,3,2.67,1,1,1
lie_group_generic,O_0,4907094,2,1,3,4,2,4,3,3,2,1,2,3
connected_manifold,O_0,4690614,2,1,2,4,2,4,3,1,2,1,2,3
effective_group_action,O_0,4907098,2,1,3,4,2,4,3,3,2,1,3,3
hilbert_first_continuum,O_0,11543088,3,4,2,3,1,4,1,1,2,1,1,1
hilbert_second_consistency,O_1,5537280,2,2,2,4,1,3,3,1,1,1,1,1
hilbert_fifth_lie_groups,O_0,4890302,2,1,3,4,1,4,1,1,2,2,1,3
hilbert_eighth_riemann,O_2,12522830,3,5,2,5,3,4,1,3,2.33,2,1,3
hilbert_tenth_diophantine,O_0,4540800,2,1,2,1,1,2,3,1,1,1,1,1
yang_mills_baseline,O_0,12479105,3,5,2,4,3,4,1,1,2,2,2,2
simon_problem_classical,O_0,8862240,3,1,2,1,1,3,1,3,1,1,1,1
simon_problem_quantum,O_0,16975510,4,5,3,3,3,5,1,4,2,2,3,3
rotas_basis_conjecture,O_0,355252,1,1,2,4,1,4,2,1,2,1,2,1
bounded_burnside_problem,O_0,5511424,2,2,2,3,2,4,3,1,2,2,2,1
bounded_burnside_proven_n2,O_inf,10144173,3,2,3,5,3,3,1,4,2,4,3,2
bounded_burnside_counterexample,O_0,8652672,3,1,1,1,1,5,2,1,3,1,1,1
burnside_infinite_group,O_0,8959996,3,1,2,3,2,2,1,2,2,3,2,1
invariant_subspace_problem,O_0,8891112,3,1,2,1,3,3,1,3,2,3,1,1
invariant_subspace_proven,O_inf,9280153,3,1,3,5,3,3,1,4,2,3,1,2
banach_space_generic,O_0,8891112,3,1,2,1,3,3,1,3,2,3,1,1
hilbert_space_generic,O_0,8977513,3,1,2,3,3,3,1,3,2,3,1,2
collatz_conjecture,O_2,141696,1,1,1,4,1,5,1,3,2.33,1,1,1
collatz_theorem_proven,O_inf,17056173,4,5,3,5,3,3,1,4,2,4,3,2
collatz_counterexample,O_0,8652516,3,1,1,1,1,5,2,1,1,4,1,1
eden_growth_model,O_0,8995508,3,1,2,4,1,4,2,2,2,2,3,1
eden_conjecture_proven,O_inf,17056174,4,5,3,5,3,3,1,4,2,4,3,3
eden_conjecture_unproven,O_0,17012974,4,5,3,4,3,3,1,4,2,4,3,3
boundary_given,O_0,16742210,4,5,2,3,2,4,1,4,2,1,1,3
proven_manifold,O_inf,17056173,4,5,3,5,3,3,1,4,2,4,3,2
first_passage_percolation_conjecture,O_0,8881508,3,1,2,1,2,4,3,3,2,2,3,1
first_passage_percolation_proven,O_inf,17056162,4,5,3,5,3,3,1,4,2,3,3,3
richardson_model_conjecture,O_0,8879588,3,1,2,1,2,4,1,3,2,2,3,1
richardson_model_proven,O_inf,17056174,4,5,3,5,3,3,1,4,2,4,3,3
proven_manifold_connes,O_inf,17056173,4,5,3,5,3,3,1,4,2,4,3,2
crouzeix_conjecture,O_0,7239424,2,4,2,3,2,4,3,1,2,2,2,1
proven_manifold_crouzeix,O_inf,17056173,4,5,3,5,3,3,1,4,2,4,3,2
monomial_conjecture,O_0,5509508,2,2,2,3,2,4,1,1,2,2,3,1
monomial_theorem,O_inf,17056173,4,5,3,5,3,3,1,4,2,4,3,2
bass_embedding_conjecture,O_0,7251908,2,4,2,3,3,4,1,1,2,2,3,1
bass_embedding_theorem,O_inf,17056173,4,5,3,5,3,3,1,4,2,4,3,2
froberg_conjecture,O_0,7223096,2,4,2,3,1,4,1,1,2,1,3,1
froberg_theorem,O_inf,17056173,4,5,3,5,3,3,1,4,2,4,3,2
nagata_conjecture,O_0,7224056,2,4,2,3,1,4,2,1,2,1,3,1
nagata_theorem,O_inf,17056173,4,5,3,5,3,3,1,4,2,4,3,2
virasoro_conjecture,O_0,7224056,2,4,2,3,1,4,2,1,2,1,3,1
virasoro_theorem,O_inf,17056173,4,5,3,5,3,3,1,4,2,4,3,2
tate_conjecture,O_0,7237508,2,4,2,3,2,4,1,1,2,2,3,1
tate_theorem,O_inf,17056173,4,5,3,5,3,3,1,4,2,4,3,2
fontaine_mazur_conjecture,O_0,8876720,3,1,2,1,2,3,1,3,2,3,3,1
gan_gross_prasad_conjecture,O_0,8879600,3,1,2,1,2,4,1,3,2,3,3,1
greenberg_iwasawa_conjecture,O_0,8922788,3,1,2,2,2,4,1,3,2,2,3,1
greenberg_padic_lfunction_conjecture,O_0,8922788,3,1,2,2,2,4,1,3,2,2,3,1
hermite_conjecture,O_0,223248,1,1,2,1,1,3,2,3,2,1,1,1
hermite_theorem,O_inf,17056173,4,5,3,5,3,3,1,4,2,4,3,2
kummer_vandiver_conjecture,O_0,4544696,2,1,2,1,1,4,1,1,2,1,3,1
lang_trotter_conjecture,O_0,8881520,3,1,2,1,2,4,3,3,2,3,3,1
leopoldt_conjecture,O_0,224696,1,1,2,1,1,4,1,1,2,1,3,1
stark_conjectures,O_0,8878640,3,1,2,1,2,3,3,3,2,3,3,1
inverse_galois_problem,O_0,4560980,2,1,2,1,2,4,3,1,1,2,3,1
burnside_problem_bounded,O_2,8959852,3,1,2,3,2,2,1,1,2.67,3,2,1
jacobian_conjecture,O_0,9140672,3,1,3,2,2,4,3,3,1,3,3,1
langlands_program,O_0,13199540,4,1,2,1,2,4,1,3,1,2,3,1
broue_conjecture,O_0,4561460,2,1,2,1,2,4,3,3,1,2,3,1
alperin_weight_conjecture,O_0,4556180,2,1,2,1,2,3,1,1,1,2,3,1
ramsey_numbers_general,O_0,4554244,2,1,2,1,2,2,2,1,1,1,2,1
van_der_waerden_extended,O_0,8965036,3,1,2,3,2,3,3,3,2,3,2,1
combinatorial_design_existence,O_1,7267204,2,4,2,4,1,4,2,1,1,1,2,1
three_body_problem,O_0,4759732,2,1,3,1,1,3,3,1,2,1,2,1
turbulence_onset,O_0,4556000,2,1,2,1,2,2,3,4,2,3,3,1
lorenz_attractor,O_0,4563596,2,1,2,1,2,5,2,3,3,4,3,1
navier_stokes_smoothness,O_0,4555712,2,1,2,1,2,2,3,3,1,3,3,1
ergodic_mixing_problem,O_0,8873792,3,1,2,1,2,2,1,3,1,3,3,1
zariski_cancellation,O_0,4555232,2,1,2,1,2,2,3,1,1,3,3,1
abundance_conjecture,O_0,5422592,2,2,2,1,2,3,3,3,1,3,3,1
sphere_covering_problem,O_0,8860804,3,1,2,1,1,2,3,1,1,1,2,1
hadwiger_nelson_problem,O_inf,17271922,4,5,4,5,3,3,1,3,2,3,3,3
sphere_packing_density_open,O_0,8860996,3,1,2,1,1,2,3,1,3,1,2,1
penrose_inequality,O_0,13196188,4,1,2,1,2,3,1,1,1,3,2,1
hopf_conjecture_positive_curvature,O_0,4560976,2,1,2,1,2,4,3,1,1,2,2,1
kakeya_conjecture,O_0,8923692,3,1,2,2,2,4,2,3,1,2,1,1
borsuk_conjecture,O_0,4603200,2,1,2,2,2,4,2,1,1,1,1,1
hadwiger_conjecture,O_0,4597924,2,1,2,2,2,2,2,3,1,1,2,1
racemic_chemistry_baseline,O_1,355680,1,1,2,4,1,4,2,3,1,1,1,1
biological_homochirality,O_0,5857521,2,2,4,1,2,4,3,3,2,3,3,2
on_water_interface,O_0,4563908,2,1,2,1,2,5,3,1,2,2,3,1
bulk_organic_reaction,O_1,370080,1,1,2,4,2,4,2,3,1,1,1,1
bulk_aqueous_reaction,O_1,370088,1,1,2,4,2,4,2,3,1,1,3,1
aryl_diazonium_salt,O_0,1092960,1,2,2,1,1,5,2,3,1,1,1,1
sn1_dediazotization,O_0,1090080,1,2,2,1,1,4,2,3,1,1,1,1
radical_dediazotization,O_0,1107408,1,2,2,1,2,5,2,3,2,1,1,1
dediazotization_observed,O_0,1107408,1,2,2,1,2,5,2,3,2,1,1,1
electrochemical_cell,O_1,4634888,2,1,2,3,1,5,2,1,1,1,3,1
organic_redox_reaction,O_1,4646408,2,1,2,3,2,4,2,1,1,1,3,1
asymmetric_hydrogenation,O_0,674953,1,1,4,1,2,5,2,1,2,3,1,2
sharpless_epoxidation,O_0,674953,1,1,4,1,2,5,2,1,2,3,1,2
aldol_asymmetric,O_0,674953,1,1,4,1,2,5,2,1,2,3,1,2
diels_alder_asymmetric,O_0,674953,1,1,4,1,2,5,2,1,2,3,1,2
SN1_carbocation,O_0,1090080,1,2,2,1,1,4,2,3,1,1,1,1
SN2_inversion,O_0,674940,1,1,4,1,2,5,2,1,2,2,1,1
radical_uncatalyzed,O_0,445400,1,1,3,1,1,5,2,4,3,1,3,1
enzymatic_asymmetric,O_0,5858953,2,2,4,1,2,5,2,1,2,3,1,2
quaternary_carbon_stereocenter,O_0,672060,1,1,4,1,2,4,2,1,2,2,1,1
arbitrary_quaternary_synthesis,O_0,674953,1,1,4,1,2,5,2,1,2,3,1,2
protecting_group_chemistry,O_0,1090100,1,2,2,1,1,4,2,3,1,2,3,1
natural_enzyme,O_0,5859921,2,2,4,1,2,5,3,1,2,3,3,2
artificial_enzyme,O_0,5857028,2,2,4,1,2,4,3,1,2,2,3,1
sensitive_compound_modification,O_0,1090100,1,2,2,1,1,4,2,3,1,2,3,1
qft_vacuum_baseline,O_1,343680,1,1,2,3,3,5,2,1,1,1,1,1
qft_vacuum_energy_holistic,O_1,343680,1,1,2,3,3,5,2,1,1,1,1,1
qft_vacuum_energy_compositional,O_1,343680,1,1,2,3,3,5,2,1,1,1,1,1
holographic_qft_vacuum,O_0,17012965,4,5,3,4,3,3,1,4,2,4,1,2
qcd_theta_vacuum,O_0,9112848,3,1,3,1,3,5,1,3,2,1,1,1
qcd_cp_conserving,O_0,9199248,3,1,3,3,3,5,1,3,2,1,1,1
axion_qcd_coupled,O_0,9193488,3,1,3,3,3,3,1,3,2,1,1,1
topological_cp_solution,O_0,9193489,3,1,3,3,3,3,1,3,2,1,1,2
unitary_quantum_evolution,O_0,17012694,4,5,3,4,3,3,1,3,2,1,2,3
quantum_measurement_collapse,O_0,2835516,1,4,2,1,2,5,2,3,2.67,2,1,1
quantum_superposition,O_0,17012694,4,5,3,4,3,3,1,3,2,1,2,3
decoherence_environment,O_0,13473428,4,1,3,2,3,4,1,4,2,2,3,1
BCS_superconductor,O_0,4700214,2,1,2,4,3,3,1,1,2,1,2,3
cuprate_highTc,O_0,4617426,2,1,2,2,3,4,1,4,2,2,2,3
cuprate_peeled_Phi,O_0,4617378,2,1,2,2,3,4,1,4,1,2,2,3
matter_antimatter_symmetric,O_inf,17056133,4,5,3,5,3,3,1,4,2,1,2,2
our_universe_asymmetric,O_0,16883373,4,5,3,1,3,3,1,4,2,4,3,2
electroweak_phase_transition,O_0,13473429,4,1,3,2,3,4,1,4,2,2,3,2
sakharov_conditions,O_0,13430228,4,1,3,1,3,4,1,4,2,2,3,1
