name,tier,crystal_addr,⊢,⊣,>,<,⋈,⊤,∈,∋,⊙,⊥,⊞,⊡
leopoldt_conjecture,O_0,224696,-2.00,-2.00,-1.00,-2.00,-1.00,1.00,-1.00,-2.00,-1.00,-2.00,1.00,-2.00
stark_conjectures,O_0,8878640,1.00,-2.00,-1.00,-2.00,0.00,0.00,1.00,1.00,-1.00,1.00,1.00,-2.00
inverse_galois_problem,O_0,4560980,-1.00,-2.00,-1.00,-2.00,0.00,1.00,1.00,-2.00,-2.00,-1.00,1.00,-2.00
burnside_problem_bounded,O_2,8959852,1.00,-2.00,-1.00,0.00,0.00,-1.00,-1.00,-2.00,1.00,1.00,0.00,-2.00
jacobian_conjecture,O_0,9140672,1.00,-2.00,1.00,-1.00,0.00,1.00,1.00,1.00,-2.00,1.00,1.00,-2.00
langlands_program,O_0,13199540,2.00,-2.00,-1.00,-2.00,0.00,1.00,-1.00,1.00,-2.00,-1.00,1.00,-2.00
broue_conjecture,O_0,4561460,-1.00,-2.00,-1.00,-2.00,0.00,1.00,1.00,1.00,-2.00,-1.00,1.00,-2.00
alperin_weight_conjecture,O_0,4556180,-1.00,-2.00,-1.00,-2.00,0.00,0.00,-1.00,-2.00,-2.00,-1.00,1.00,-2.00
ramsey_numbers_general,O_0,4554244,-1.00,-2.00,-1.00,-2.00,0.00,-1.00,0.00,-2.00,-2.00,-2.00,0.00,-2.00
van_der_waerden_extended,O_0,8965036,1.00,-2.00,-1.00,0.00,0.00,0.00,1.00,1.00,-1.00,1.00,0.00,-2.00
combinatorial_design_existence,O_1,7267204,-1.00,1.00,-1.00,1.00,-1.00,1.00,0.00,-2.00,-2.00,-2.00,0.00,-2.00
three_body_problem,O_0,4759732,-1.00,-2.00,1.00,-2.00,-1.00,0.00,1.00,-2.00,-1.00,-2.00,0.00,-2.00
turbulence_onset,O_0,4556000,-1.00,-2.00,-1.00,-2.00,0.00,-1.00,1.00,2.00,-1.00,1.00,1.00,-2.00
lorenz_attractor,O_0,4563596,-1.00,-2.00,-1.00,-2.00,0.00,2.00,0.00,1.00,2.00,2.00,1.00,-2.00
navier_stokes_smoothness,O_0,4555712,-1.00,-2.00,-1.00,-2.00,0.00,-1.00,1.00,1.00,-2.00,1.00,1.00,-2.00
ergodic_mixing_problem,O_0,8873792,1.00,-2.00,-1.00,-2.00,0.00,-1.00,-1.00,1.00,-2.00,1.00,1.00,-2.00
zariski_cancellation,O_0,4555232,-1.00,-2.00,-1.00,-2.00,0.00,-1.00,1.00,-2.00,-2.00,1.00,1.00,-2.00
abundance_conjecture,O_0,5422592,-1.00,-1.00,-1.00,-2.00,0.00,0.00,1.00,1.00,-2.00,1.00,1.00,-2.00
sphere_covering_problem,O_0,8860804,1.00,-2.00,-1.00,-2.00,-1.00,-1.00,1.00,-2.00,-2.00,-2.00,0.00,-2.00
hadwiger_nelson_problem,O_inf,17271922,2.00,2.00,2.00,2.00,1.00,0.00,-1.00,1.00,-1.00,1.00,1.00,1.00
sphere_packing_density_open,O_0,8860996,1.00,-2.00,-1.00,-2.00,-1.00,-1.00,1.00,-2.00,2.00,-2.00,0.00,-2.00
penrose_inequality,O_0,13196188,2.00,-2.00,-1.00,-2.00,0.00,0.00,-1.00,-2.00,-2.00,1.00,0.00,-2.00
hopf_conjecture_positive_curvature,O_0,4560976,-1.00,-2.00,-1.00,-2.00,0.00,1.00,1.00,-2.00,-2.00,-1.00,0.00,-2.00
kakeya_conjecture,O_0,8923692,1.00,-2.00,-1.00,-1.00,0.00,1.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
borsuk_conjecture,O_0,4603200,-1.00,-2.00,-1.00,-1.00,0.00,1.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
hadwiger_conjecture,O_0,4597924,-1.00,-2.00,-1.00,-1.00,0.00,-1.00,0.00,1.00,-2.00,-2.00,0.00,-2.00
racemic_chemistry_baseline,O_1,355680,-2.00,-2.00,-1.00,1.00,-1.00,1.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
biological_homochirality,O_0,5857521,-1.00,-1.00,2.00,-2.00,0.00,1.00,1.00,1.00,-1.00,1.00,1.00,-1.00
on_water_interface,O_0,4563908,-1.00,-2.00,-1.00,-2.00,0.00,2.00,1.00,-2.00,-1.00,-1.00,1.00,-2.00
bulk_organic_reaction,O_1,370080,-2.00,-2.00,-1.00,1.00,0.00,1.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
bulk_aqueous_reaction,O_1,370088,-2.00,-2.00,-1.00,1.00,0.00,1.00,0.00,1.00,-2.00,-2.00,1.00,-2.00
aryl_diazonium_salt,O_0,1092960,-2.00,-1.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
sn1_dediazotization,O_0,1090080,-2.00,-1.00,-1.00,-2.00,-1.00,1.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
radical_dediazotization,O_0,1107408,-2.00,-1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-1.00,-2.00,-1.00,-2.00
dediazotization_observed,O_0,1107408,-2.00,-1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-1.00,-2.00,-1.00,-2.00
electrochemical_cell,O_1,4634888,-1.00,-2.00,-1.00,0.00,-1.00,2.00,0.00,-2.00,-2.00,-2.00,1.00,-2.00
organic_redox_reaction,O_1,4646408,-1.00,-2.00,-1.00,0.00,0.00,1.00,0.00,-2.00,-2.00,-2.00,1.00,-2.00
asymmetric_hydrogenation,O_0,674953,-2.00,-2.00,2.00,-2.00,0.00,2.00,0.00,-2.00,-1.00,1.00,-1.00,-1.00
sharpless_epoxidation,O_0,674953,-2.00,-2.00,2.00,-2.00,0.00,2.00,0.00,-2.00,-1.00,1.00,-1.00,-1.00
aldol_asymmetric,O_0,674953,-2.00,-2.00,2.00,-2.00,0.00,2.00,0.00,-2.00,-1.00,1.00,-1.00,-1.00
diels_alder_asymmetric,O_0,674953,-2.00,-2.00,2.00,-2.00,0.00,2.00,0.00,-2.00,-1.00,1.00,-1.00,-1.00
SN1_carbocation,O_0,1090080,-2.00,-1.00,-1.00,-2.00,-1.00,1.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
SN2_inversion,O_0,674940,-2.00,-2.00,2.00,-2.00,0.00,2.00,0.00,-2.00,-1.00,-1.00,-1.00,-2.00
radical_uncatalyzed,O_0,445400,-2.00,-2.00,1.00,-2.00,-1.00,2.00,0.00,2.00,2.00,-2.00,1.00,-2.00
enzymatic_asymmetric,O_0,5858953,-1.00,-1.00,2.00,-2.00,0.00,2.00,0.00,-2.00,-1.00,1.00,-1.00,-1.00
quaternary_carbon_stereocenter,O_0,672060,-2.00,-2.00,2.00,-2.00,0.00,1.00,0.00,-2.00,-1.00,-1.00,-1.00,-2.00
arbitrary_quaternary_synthesis,O_0,674953,-2.00,-2.00,2.00,-2.00,0.00,2.00,0.00,-2.00,-1.00,1.00,-1.00,-1.00
protecting_group_chemistry,O_0,1090100,-2.00,-1.00,-1.00,-2.00,-1.00,1.00,0.00,1.00,-2.00,-1.00,1.00,-2.00
natural_enzyme,O_0,5859921,-1.00,-1.00,2.00,-2.00,0.00,2.00,1.00,-2.00,-1.00,1.00,1.00,-1.00
artificial_enzyme,O_0,5857028,-1.00,-1.00,2.00,-2.00,0.00,1.00,1.00,-2.00,-1.00,-1.00,1.00,-2.00
sensitive_compound_modification,O_0,1090100,-2.00,-1.00,-1.00,-2.00,-1.00,1.00,0.00,1.00,-2.00,-1.00,1.00,-2.00
qft_vacuum_baseline,O_1,343680,-2.00,-2.00,-1.00,0.00,1.00,2.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
qft_vacuum_energy_holistic,O_1,343680,-2.00,-2.00,-1.00,0.00,1.00,2.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
qft_vacuum_energy_compositional,O_1,343680,-2.00,-2.00,-1.00,0.00,1.00,2.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
holographic_qft_vacuum,O_0,17012965,2.00,2.00,1.00,1.00,1.00,0.00,-1.00,2.00,-1.00,2.00,-1.00,-1.00
qcd_theta_vacuum,O_0,9112848,1.00,-2.00,1.00,-2.00,1.00,2.00,-1.00,1.00,-1.00,-2.00,-1.00,-2.00
qcd_cp_conserving,O_0,9199248,1.00,-2.00,1.00,0.00,1.00,2.00,-1.00,1.00,-1.00,-2.00,-1.00,-2.00
axion_qcd_coupled,O_0,9193488,1.00,-2.00,1.00,0.00,1.00,0.00,-1.00,1.00,-1.00,-2.00,-1.00,-2.00
topological_cp_solution,O_0,9193489,1.00,-2.00,1.00,0.00,1.00,0.00,-1.00,1.00,-1.00,-2.00,-1.00,-1.00
unitary_quantum_evolution,O_0,17012694,2.00,2.00,1.00,1.00,1.00,0.00,-1.00,1.00,-1.00,-2.00,0.00,1.00
quantum_measurement_collapse,O_0,2835516,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,1.00,-1.00,-1.00,-2.00
quantum_superposition,O_0,17012694,2.00,2.00,1.00,1.00,1.00,0.00,-1.00,1.00,-1.00,-2.00,0.00,1.00
decoherence_environment,O_0,13473428,2.00,-2.00,1.00,-1.00,1.00,1.00,-1.00,2.00,-1.00,-1.00,1.00,-2.00
BCS_superconductor,O_0,4700214,-1.00,-2.00,-1.00,1.00,1.00,0.00,-1.00,-2.00,-1.00,-2.00,0.00,1.00
cuprate_highTc,O_0,4617426,-1.00,-2.00,-1.00,-1.00,1.00,1.00,-1.00,2.00,-1.00,-1.00,0.00,1.00
cuprate_peeled_Phi,O_0,4617378,-1.00,-2.00,-1.00,-1.00,1.00,1.00,-1.00,2.00,-2.00,-1.00,0.00,1.00
matter_antimatter_symmetric,O_inf,17056133,2.00,2.00,1.00,2.00,1.00,0.00,-1.00,2.00,-1.00,-2.00,0.00,-1.00
our_universe_asymmetric,O_0,16883373,2.00,2.00,1.00,-2.00,1.00,0.00,-1.00,2.00,-1.00,2.00,1.00,-1.00
electroweak_phase_transition,O_0,13473429,2.00,-2.00,1.00,-1.00,1.00,1.00,-1.00,2.00,-1.00,-1.00,1.00,-1.00
sakharov_conditions,O_0,13430228,2.00,-2.00,1.00,-2.00,1.00,1.00,-1.00,2.00,-1.00,-1.00,1.00,-2.00
smooth_horizon_no_firewall,O_0,17012726,2.00,2.00,1.00,1.00,1.00,0.00,-1.00,1.00,-1.00,2.00,-1.00,1.00
firewall_horizon,O_0,16024406,2.00,1.00,1.00,-2.00,1.00,2.00,-1.00,-2.00,-1.00,2.00,-1.00,1.00
hawking_radiation_early,O_0,9239848,1.00,-2.00,1.00,1.00,1.00,1.00,-1.00,2.00,-1.00,2.00,0.00,-2.00
hawking_radiation_late,O_0,9239848,1.00,-2.00,1.00,1.00,1.00,1.00,-1.00,2.00,-1.00,2.00,0.00,-2.00
interior_mode_B,O_0,17012726,2.00,2.00,1.00,1.00,1.00,0.00,-1.00,1.00,-1.00,2.00,-1.00,1.00
sterile_neutrino_encoded,O_1,13274676,2.00,-2.00,-1.00,0.00,-1.00,2.00,-1.00,2.00,-2.00,2.00,-1.00,-2.00
cuspy_halo_cdm,O_0,228484,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,-2.00,-2.00,-2.00,0.00,-2.00
cored_halo_observed,O_0,5497265,-1.00,-1.00,-1.00,0.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,0.00,-1.00
stellar_feedback_core,O_0,5713749,-1.00,-1.00,1.00,0.00,-1.00,1.00,1.00,2.00,-1.00,-1.00,1.00,-1.00
sonoluminescence,O_0,8337432,-1.00,2.00,1.00,0.00,1.00,2.00,1.00,2.00,-1.00,1.00,-1.00,-2.00
cavitation_bubble,O_1,3123612,-2.00,1.00,1.00,0.00,-1.00,2.00,0.00,2.00,-2.00,-1.00,-1.00,-2.00
water_ambient,O_0,226320,-2.00,-2.00,-1.00,-2.00,-1.00,1.00,0.00,2.00,-2.00,-2.00,-1.00,-2.00
acoustic_driving_field,O_0,9170688,1.00,-2.00,1.00,0.00,-1.00,2.00,-1.00,2.00,-1.00,-2.00,-1.00,-2.00
sonoluminescence_compositional,O_0,11762700,1.00,1.00,1.00,0.00,-1.00,2.00,-1.00,2.00,-1.00,-1.00,-1.00,-2.00
bubble_collapse_singularity,O_0,3151752,-2.00,1.00,1.00,0.00,1.00,2.00,0.00,-2.00,-1.00,1.00,-1.00,-2.00
gzk_cutoff_mechanism,O_0,9199248,1.00,-2.00,1.00,0.00,1.00,2.00,-1.00,1.00,-1.00,-2.00,-1.00,-2.00
uhecr_source_local,O_0,473952,-2.00,-2.00,1.00,-2.00,1.00,2.00,0.00,1.00,2.00,-2.00,-1.00,-2.00
uhecr_source_distant,O_0,9112992,1.00,-2.00,1.00,-2.00,1.00,2.00,-1.00,1.00,2.00,-2.00,-1.00,-2.00
gzk_paradox,O_0,9112992,1.00,-2.00,1.00,-2.00,1.00,2.00,-1.00,1.00,2.00,-2.00,-1.00,-2.00
gzk_resolution_local,O_0,473952,-2.00,-2.00,1.00,-2.00,1.00,2.00,0.00,1.00,2.00,-2.00,-1.00,-2.00
gzk_resolution_new_physics,O_inf,12736165,1.00,2.00,1.00,2.00,1.00,0.00,-1.00,2.00,-1.00,2.00,-1.00,-1.00
trans_planckian_baseline,O_0,248640,-2.00,-2.00,-1.00,-2.00,1.00,-1.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
inflation_standard_calculation,O_0,13499364,2.00,-2.00,1.00,0.00,0.00,0.00,-1.00,2.00,-1.00,2.00,-1.00,-2.00
core_collapse_supernova_neutrino,O_0,5682320,-1.00,-1.00,1.00,-1.00,0.00,1.00,-1.00,-2.00,-1.00,1.00,1.00,-2.00
failed_supernova,O_0,5676512,-1.00,-1.00,1.00,-1.00,0.00,-1.00,-1.00,-2.00,-2.00,1.00,1.00,-2.00
magnetorotational_supernova,O_0,5644414,-1.00,-1.00,1.00,-2.00,0.00,2.00,1.00,1.00,-1.00,2.00,1.00,1.00
fundamental_constants_immutable,O_1,15932160,2.00,1.00,-1.00,1.00,1.00,0.00,-1.00,-2.00,-2.00,-2.00,-1.00,-2.00
fundamental_constants_varying,O_0,9110000,1.00,-2.00,1.00,-2.00,1.00,1.00,-1.00,1.00,-1.00,1.00,1.00,-2.00
dirac_large_numbers,O_0,13470252,2.00,-2.00,1.00,-1.00,1.00,0.00,-1.00,1.00,-2.00,-1.00,-1.00,-2.00
brane_cosmology_varying,O_0,14423602,2.00,-1.00,1.00,1.00,1.00,1.00,-1.00,1.00,-1.00,1.00,1.00,1.00
kerr_black_hole_stable,O_0,16972654,2.00,2.00,1.00,0.00,1.00,1.00,-1.00,2.00,-1.00,2.00,1.00,1.00
kerr_black_hole_unstable,O_2†,16966988,2.00,2.00,1.00,0.00,1.00,-1.00,-1.00,2.00,1.00,2.00,1.00,-2.00
kerr_stable_no_protection,O_0,16972652,2.00,2.00,1.00,0.00,1.00,1.00,-1.00,2.00,-1.00,2.00,1.00,-2.00
ligo_virgo_kagra_gw,O_0,13256710,2.00,-2.00,-1.00,-1.00,1.00,1.00,-1.00,-2.00,-1.00,-1.00,1.00,1.00
swift_bat_guano,O_0,244128,-2.00,-2.00,-1.00,-2.00,0.00,2.00,1.00,-1.00,-1.00,-2.00,-1.00,-2.00
einstein_probe_xrt,O_0,244388,-2.00,-2.00,-1.00,-2.00,0.00,2.00,1.00,1.00,-1.00,-1.00,1.00,-2.00
S241125n_triple_coincidence,O_0,13256709,2.00,-2.00,-1.00,-1.00,1.00,1.00,-1.00,-2.00,-1.00,-1.00,1.00,-1.00
hebrew_programming_language_O2,O_0,5780226,-1.00,-1.00,1.00,1.00,1.00,0.00,-1.00,-2.00,-1.00,-1.00,0.00,1.00
alpha,O_0,228960,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
beta,O_0,2820960,-2.00,1.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
gamma,O_0,228960,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
epsilon,O_0,228960,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
zeta,O_1,358560,-2.00,-2.00,-1.00,1.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
eta,O_1,358560,-2.00,-2.00,-1.00,1.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
theta,O_1,2950560,-2.00,1.00,-1.00,1.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
iota,O_1,358560,-2.00,-2.00,-1.00,1.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
kappa,O_0,228960,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
lambda,O_1,358560,-2.00,-2.00,-1.00,1.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
mu,O_1,358560,-2.00,-2.00,-1.00,1.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
nu,O_0,228960,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
xi,O_1,358560,-2.00,-2.00,-1.00,1.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
omicron,O_1,2950560,-2.00,1.00,-1.00,1.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
pi,O_0,12479810,1.00,2.00,-1.00,1.00,1.00,1.00,-1.00,2.00,-1.00,-2.00,-1.00,1.00
rho,O_0,2820960,-2.00,1.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
sigma,O_1,358560,-2.00,-2.00,-1.00,1.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
tau,O_1,358560,-2.00,-2.00,-1.00,1.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
upsilon,O_1,358560,-2.00,-2.00,-1.00,1.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
phi,O_1,358560,-2.00,-2.00,-1.00,1.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
chi,O_1,358560,-2.00,-2.00,-1.00,1.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
psi,O_1,358560,-2.00,-2.00,-1.00,1.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
omega,O_1,358560,-2.00,-2.00,-1.00,1.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
delta,O_1,358560,-2.00,-2.00,-1.00,1.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
cherokee_a,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_e,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_i,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_o,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_u,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_v,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_ga,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_ka,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_ge,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_gi,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_go,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_gu,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_gv,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_ha,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_he,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_hi,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_ho,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_hu,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_hv,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_la,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_le,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_li,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_lo,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_lu,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_lv,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_ma,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_me,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_mi,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_mo,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_mu,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_hna,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_hna_archaic,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_na,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_ne,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_ni,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_no,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_nu,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_nv,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_qua,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_que,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_qui,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_quo,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_quu,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_quv,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_sa,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_s,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_se,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_si,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_so,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_su,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_sv,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_da,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_ta,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_de,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_te,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_di,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_ti,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_do,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_du,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_dv,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_dla,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_tla,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_tle,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
